CURIE,Identifier,Name,Equivalent Identifiers,Equivalent Name,Types,MicroKG_Name
NCBIGene:25319553,NCBIGene:25319553,T310_7277,"NCBIGene:25319553, UniProtKB:A0A0F4YKX5","T310_7277, A0A0F4YKX5_TALEM NADPH:adrenodoxin oxidoreductase, mitochondrial (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",T310_7277
NCBITaxon:1133319,NCBITaxon:1133319,Bacteroides reticulotermitis,"NCBITaxon:1133319, MESH:C000649717, UMLS:C3558262","Bacteroides reticulotermitis, Bacteroides reticulotermitis, Bacteroides reticulotermitis","biolink:OrganismTaxon, biolink:NamedThing",Bacteroides reticulotermitis
NCBITaxon:546,NCBITaxon:546,Citrobacter freundii,"NCBITaxon:546, MESH:D016971, UMLS:C0085483","Citrobacter freundii, Citrobacter freundii, Citrobacter freundii","biolink:OrganismTaxon, biolink:NamedThing",Citrobacter freundii
UMLS:C0005893,UMLS:C0005893,Body mass index procedure,UMLS:C0005893,Body mass index procedure,"biolink:Procedure, biolink:ActivityAndBehavior, biolink:NamedThing, biolink:Occurrent, biolink:PhysicalEssenceOrOccurrent",Body mass index procedure
NCBITaxon:1650661,NCBITaxon:1650661,Clostridium phoceensis,"NCBITaxon:1650661, MESH:C000649288, UMLS:C4194559","Clostridium phoceensis, Clostridium phoceensis, Clostridium phoceensis","biolink:OrganismTaxon, biolink:NamedThing",Clostridium phoceensis
NCBITaxon:1263072,NCBITaxon:1263072,Dialister invisus CAG:218,NCBITaxon:1263072,Dialister invisus CAG:218,"biolink:OrganismTaxon, biolink:NamedThing",Dialister invisus CAG:218
MESH:C093584,MESH:C093584,gluconate 5-dehydrogenase,"MESH:C093584, UMLS:C0297547","gluconate 5-dehydrogenase, Gluconate 5-dehydrogenase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",gluconate 5-dehydrogenase
NCBITaxon:68892,NCBITaxon:68892,Streptococcus infantis,"NCBITaxon:68892, MESH:C000637930, UMLS:C1084989","Streptococcus infantis, Streptococcus infantis, Streptococcus infantis","biolink:OrganismTaxon, biolink:NamedThing",Streptococcus infantis
PR:000023189,PR:000023189,spermidine export protein MdtI,PR:000023189,spermidine export protein MdtI,"biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:GeneOrGeneProduct, biolink:MacromolecularMachineMixin",spermidine export protein MdtI
NCBITaxon:1363,NCBITaxon:1363,Lactococcus garvieae,"NCBITaxon:1363, MESH:C000644379, UMLS:C0445647","Lactococcus garvieae, Lactococcus garvieae, Lactococcus garvieae","biolink:OrganismTaxon, biolink:NamedThing",Lactococcus garvieae
NCBIGene:1026249,NCBIGene:1026249,secB,NCBIGene:1026249,secB,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",secB
PANTHER.FAMILY:PTHR11188:SF49,PANTHER.FAMILY:PTHR11188:SF49,ARRESTIN DOMAIN-CONTAINING PROTEIN 3,PANTHER.FAMILY:PTHR11188:SF49,ARRESTIN DOMAIN-CONTAINING PROTEIN 3,"biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",ARRESTIN DOMAIN-CONTAINING PROTEIN 3
CHEBI:17843,CHEBI:17843,transfer RNA,"CHEBI:17843, PUBCHEM.COMPOUND:159842316, MESH:D012343, CAS:9014-25-9, KEGG.COMPOUND:C00066, UMLS:C0035711","transfer RNA, 5-tert-butyl-1'-methylspiro[1,3-dihydroindene-2,5'-imidazolidine]-2',4'-dione;7-tert-butyl-1'-methylspiro[2,4-dihydro-1H-naphthalene-3,5'-imidazolidine]-2',4'-dione;5-tert-butylspiro[1,3-dihydroindene-2,4'-1H-pyrazino[2,3-d][1,3]oxazine]-2'-one;5-tert-butylspiro[1,3-dihydroindene-2,4'-1H-pyrido[2,3-d][1,3]oxazine]-2'-one;5-tert-butylspiro[1,3-dihydroindene-2,4'-1H-pyrimido[4,5-d][1,3]oxazine]-2'-one;5-tert-butylspiro[1,3-dihydroindene-2,3'-pyrrolidine]-2',5'-dione;5-tert-butylspiro[1,3-dihydroindene-2,7'-5H-pyrrolo[2,3-b]pyrazine]-6'-one;5-tert-butylspiro[1,3-dihydroindene-2,3'-1H-pyrrolo[2,3-b]pyridine]-2'-one;5-tert-butylspiro[1,3-dihydroindene-2,5'-7H-pyrrolo[2,3-d]pyrimidine]-6'-one, RNA, Transfer, No label, tRNA, Transfer RNA","biolink:MolecularMixture, biolink:ChemicalMixture, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",transfer RNA
NCBIGene:119809660,NCBIGene:119809660,Plscr1,"NCBIGene:119809660, ENSEMBL:ENSAAPG00005015952","Plscr1, No label","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",Plscr1
NCBIGene:64309650,NCBIGene:64309650,cof,NCBIGene:64309650,cof,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",cof
CHEBI:86378,CHEBI:86378,(25R)-3beta-hydroxycholest-5-en-26-oic acid,"CHEBI:86378, PUBCHEM.COMPOUND:40579073, MESH:C514718, CAS:56845-87-5, HMDB:HMDB0012453, INCHIKEY:WVXOMPRLWLXFAP-KQOPCUSDSA-N, UMLS:C1741306","(25R)-3beta-hydroxycholest-5-en-26-oic acid, 3beta-Hydroxy-5-cholestenoic acid, cholestenoic acid, No label, 3beta-Hydroxy-5-cholestenoic acid, No label, cholestenoic acid","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",(25R)-3beta-hydroxycholest-5-en-26-oic acid
UMLS:C1210564,UMLS:C1210564,Lachnospiraceae,UMLS:C1210564,Lachnospiraceae,"biolink:OrganismTaxon, biolink:NamedThing",Lachnospiraceae
CHEBI:75840,CHEBI:75840,2-Keto-3-Deoxygluconate,"CHEBI:75840, UNII:KZ7RZH5BR4, PUBCHEM.COMPOUND:11309850, DRUGBANK:DB03489, CAS:71564-62-0, INCHIKEY:WPAMZTWLKIDIOP-UCORVYFPSA-N","2-keto-3-deoxy-L-galactonic acid, (4S,5S)-4,5,6-TRIHYDROXY-2-OXOHEXANOIC ACID, 3-deoxy-L-threo-hex-2-ulosonic acid, 2-Keto-3-Deoxygluconate, No label, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",2-Keto-3-Deoxygluconate
UMLS:C4328868,UMLS:C4328868,GABA-ergic synapse,UMLS:C4328868,GABA-ergic synapse,"biolink:AnatomicalEntity, biolink:PhysicalEssence, biolink:OrganismalEntity, biolink:SubjectOfInvestigation, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",GABA-ergic synapse
NCBIGene:86860615,NCBIGene:86860615,bepA,NCBIGene:86860615,bepA,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",bepA
UNII:H00RR3K893,UNII:H00RR3K893,PROLINE-SERINE-THREONINE PHOSPHATASE-INTERACTING PROTEIN 1,UNII:H00RR3K893,PROLINE-SERINE-THREONINE PHOSPHATASE-INTERACTING PROTEIN 1,"biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",PROLINE-SERINE-THREONINE PHOSPHATASE-INTERACTING PROTEIN 1
CHEBI:46195,CHEBI:46195,Acetaminophen,"CHEBI:46195, UNII:362O9ITL9D, PUBCHEM.COMPOUND:1983, CHEMBL.COMPOUND:CHEMBL112, DRUGBANK:DB00316, MESH:D000082, CAS:103-90-2, DrugCentral:52, GTOPDB:5239, HMDB:HMDB0001859, KEGG.COMPOUND:C06804, INCHIKEY:RZVAJINKPMORJF-UHFFFAOYSA-N, UMLS:C0000970, RXCUI:161","paracetamol, ACETAMINOPHEN, Acetaminophen, ACETAMINOPHEN, Acetaminophen, Acetaminophen, No label, paracetamol, paracetamol, Acetaminophen, No label, No label, acetaminophen, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Acetaminophen
PANTHER.FAMILY:PTHR10328:SF3,PANTHER.FAMILY:PTHR10328:SF3,PROTEIN MAX,PANTHER.FAMILY:PTHR10328:SF3,PROTEIN MAX,"biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",PROTEIN MAX
NCBITaxon:1978337,NCBITaxon:1978337,Petrimonas sp. IBARAKI,NCBITaxon:1978337,Petrimonas sp. IBARAKI,"biolink:OrganismTaxon, biolink:NamedThing",Petrimonas sp. IBARAKI
NCBITaxon:2092,NCBITaxon:2092,Mycoplasmataceae,"NCBITaxon:2092, MESH:D009178, UMLS:C0026943","Mycoplasmataceae, Mycoplasmataceae, Mycoplasmataceae","biolink:OrganismTaxon, biolink:NamedThing",Mycoplasmataceae
MESH:C021573,MESH:C021573,methylcrotonoyl-CoA carboxylase,"MESH:C021573, UMLS:C0066342","methylcrotonoyl-CoA carboxylase, methylcrotonoyl-CoA carboxylase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",methylcrotonoyl-CoA carboxylase
NCBIGene:11639005,NCBIGene:11639005,tauA,"NCBIGene:11639005, UniProtKB:F0KLJ5","tauA, F0KLJ5_ACICP Taurine transport system substrate-binding protein (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",tauA
NCBIGene:66423232,,,,,,BE61_RS07140
NCBIGene:879254,NCBIGene:879254,PA0213,"NCBIGene:879254, UniProtKB:Q9I6S5","PA0213, MDCG_PSEAE Phosphoribosyl-dephospho-CoA transferase (sprot)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",PA0213
NCBIGene:69886013,,,,,,uraD
UMLS:C1037103,UMLS:C1037103,Bifidobacteriales,UMLS:C1037103,Bifidobacteriales,"biolink:OrganismTaxon, biolink:NamedThing",Bifidobacteriales
GO:0019369,GO:0019369,arachidonate metabolic process,GO:0019369,arachidonate metabolic process,"biolink:BiologicalProcess, biolink:Occurrent, biolink:OntologyClass, biolink:BiologicalProcessOrActivity, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",arachidonic acid metabolic process
NCBIGene:108725004,NCBIGene:108725004,LOC108725004,NCBIGene:108725004,LOC108725004,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",LOC108725004
NCBIGene:77011732,NCBIGene:77011732,dnaI,"NCBIGene:77011732, UniProtKB:A0A090ZJK2","dnaI, A0A090ZJK2_PAEMA IstB-like ATP binding family protein (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",dnaI
PANTHER.FAMILY:PTHR12199:SF3,PANTHER.FAMILY:PTHR12199:SF3,INTERPHOTORECEPTOR MATRIX PROTEOGLYCAN 1,PANTHER.FAMILY:PTHR12199:SF3,INTERPHOTORECEPTOR MATRIX PROTEOGLYCAN 1,"biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",INTERPHOTORECEPTOR MATRIX PROTEOGLYCAN 1
NCBITaxon:469,NCBITaxon:469,Acinetobacter,"NCBITaxon:469, MESH:D000150, UMLS:C0001138","Acinetobacter, Acinetobacter, Acinetobacter","biolink:OrganismTaxon, biolink:NamedThing",Acinetobacter
MESH:C019679,MESH:C019679,aminobutyraldehyde dehydrogenase,"MESH:C019679, UMLS:C0051625","aminobutyraldehyde dehydrogenase, Aminobutyraldehyde dehydrogenase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",aminobutyraldehyde dehydrogenase
UMLS:C0474535,UMLS:C0474535,Mean corpuscular hemoglobin concentration determination,UMLS:C0474535,Mean corpuscular hemoglobin concentration determination,"biolink:Procedure, biolink:ActivityAndBehavior, biolink:NamedThing, biolink:Occurrent, biolink:PhysicalEssenceOrOccurrent",Mean corpuscular hemoglobin concentration determination
MESH:D050841,MESH:D050841,Glycine Dehydrogenase (Decarboxylating),"MESH:D050841, UMLS:C0082731","Glycine Dehydrogenase (Decarboxylating), Glycine dehydrogenase (decarboxylating)","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Glycine Dehydrogenase (Decarboxylating)
NCBITaxon:216816,NCBITaxon:216816,Bifidobacterium longum,"NCBITaxon:216816, MESH:D000069978, UMLS:C0314977","Bifidobacterium longum, Bifidobacterium longum, Bifidobacterium longum","biolink:OrganismTaxon, biolink:NamedThing",Bifidobacterium longum
NCBITaxon:291645,NCBITaxon:291645,Bacteroides nordii,"NCBITaxon:291645, MESH:C000649724, UMLS:C1671804","Bacteroides nordii, Bacteroides nordii, Bacteroides nordii","biolink:OrganismTaxon, biolink:NamedThing",Bacteroides nordii
NCBITaxon:1633201,NCBITaxon:1633201,Bacteroidales bacterium Barb6,NCBITaxon:1633201,Bacteroidales bacterium Barb6,"biolink:OrganismTaxon, biolink:NamedThing",Bacteroidales bacterium Barb6
PR:000022913,PR:000022913,protein transport protein hofQ,PR:000022913,protein transport protein hofQ,"biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:GeneOrGeneProduct, biolink:MacromolecularMachineMixin",protein transport protein hofQ
NCBIGene:127352487,NCBIGene:127352487,mdkb,"NCBIGene:127352487, ENSEMBL:ENSDLAG00005007027","mdkb, No label","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",mdkb
NCBIGene:70211868,NCBIGene:70211868,HD553DRAFT_331775,NCBIGene:70211868,HD553DRAFT_331775,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",HD553DRAFT_331775
NCBITaxon:1304,NCBITaxon:1304,Streptococcus salivarius,"NCBITaxon:1304, MESH:D000070001, UMLS:C0318179","Streptococcus salivarius, Streptococcus salivarius, Streptococcus salivarius","biolink:OrganismTaxon, biolink:NamedThing",Streptococcus salivarius
UMLS:C4132159,UMLS:C4132159,Sellimonas,UMLS:C4132159,Sellimonas,"biolink:OrganismTaxon, biolink:NamedThing",Sellimonas
NCBIGene:43633684,NCBIGene:43633684,BDW43DRAFT_323232,NCBIGene:43633684,BDW43DRAFT_323232,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",BDW43DRAFT_323232
CHEBI:16708,CHEBI:16708,Adenine,"CHEBI:16708, UNII:JAC85A2161, PUBCHEM.COMPOUND:190, CHEMBL.COMPOUND:CHEMBL226345, DRUGBANK:DB00173, MESH:D000225, CAS:134434-48-3, CAS:134434-49-4, CAS:134454-76-5, CAS:134461-75-9, CAS:66224-66-6, CAS:71660-29-2, CAS:71660-30-5, CAS:73-24-5, DrugCentral:89, GTOPDB:4788, HMDB:HMDB0000034, KEGG.COMPOUND:C00147, INCHIKEY:GFFGJBXGBJISGV-UHFFFAOYSA-N, UMLS:C0001407, RXCUI:290","adenine, ADENINE, Adenine, ADENINE, Adenine, Adenine, No label, No label, No label, No label, No label, No label, No label, No label, adenine, adenine, Adenine, Adenine, No label, adenine, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Adenine
NCBITaxon:626937,NCBITaxon:626937,Christensenella minuta,"NCBITaxon:626937, MESH:C000650853, UMLS:C2992195","Christensenella minuta, Christensenella minuta, Christensenella minuta","biolink:OrganismTaxon, biolink:NamedThing",Christensenella minuta
NCBITaxon:290053,NCBITaxon:290053,Bacteroides helcogenes,"NCBITaxon:290053, MESH:C000649736, UMLS:C0314956","Bacteroides helcogenes, Bacteroides helcogenes, Bacteroides helcogenes","biolink:OrganismTaxon, biolink:NamedThing",Bacteroides helcogenes
UNII:LAO6446UOL,UNII:LAO6446UOL,RAC-GAMMA SERINE/THREONINE-PROTEIN KINASE,UNII:LAO6446UOL,RAC-GAMMA SERINE/THREONINE-PROTEIN KINASE,"biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",RAC-GAMMA SERINE/THREONINE-PROTEIN KINASE
NCBITaxon:1419482,NCBITaxon:1419482,Chitinophaga jiangningensis,"NCBITaxon:1419482, MESH:C000651195, UMLS:C3780767","Chitinophaga jiangningensis, Chitinophaga jiangningensis, Chitinophaga jiangningensis","biolink:OrganismTaxon, biolink:NamedThing",Chitinophaga jiangningensis
NCBIGene:112987567,NCBIGene:112987567,APOA1,"NCBIGene:112987567, ENSEMBL:ENSDNVG00000010470","APOA1, No label","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",APOA1
MESH:C050901,MESH:C050901,oxamate carbamoyltransferase,"MESH:C050901, UMLS:C0311781","oxamate carbamoyltransferase, oxamate carbamoyltransferase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",oxamate carbamoyltransferase
GO:0006771,GO:0006771,riboflavin metabolic process,GO:0006771,riboflavin metabolic process,"biolink:BiologicalProcess, biolink:Occurrent, biolink:OntologyClass, biolink:BiologicalProcessOrActivity, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",riboflavin metabolic process
NCBIGene:11847852,NCBIGene:11847852,KPHS_28340,"NCBIGene:11847852, UniProtKB:A0A0H3GTC9","KPHS_28340, A0A0H3GTC9_KLEPH Formate dehydrogenase-N gamma subunit (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",KPHS_28340
CHEBI:16354,CHEBI:16354,N-methylhydantoin,"CHEBI:16354, UNII:0546H9UR1R, PUBCHEM.COMPOUND:69217, CHEMBL.COMPOUND:CHEMBL4758352, MESH:C032067, CAS:616-04-6, HMDB:HMDB0003646, KEGG.COMPOUND:C02565, INCHIKEY:RHYBFKMFHLPQPH-UHFFFAOYSA-N, UMLS:C0044471, RXCUI:1729875","N-methylhydantoin, 1-METHYLHYDANTOIN, 1-Methylhydantoin, CHEMBL4758352, 1-methylhydantoin, No label, N-Methylhydantoin, N-Methylhydantoin, No label, 1-methylhydantoin, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",N-methylhydantoin
UMLS:C4236737,UMLS:C4236737,Ferroptosis,UMLS:C4236737,Ferroptosis,"biolink:PhysiologicalProcess, biolink:OntologyClass, biolink:BiologicalProcess, biolink:Occurrent, biolink:BiologicalProcessOrActivity, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Ferroptosis
CHEBI:11805,CHEBI:11805,3-hydroxyisobutyrate,"CHEBI:11805, PUBCHEM.COMPOUND:11966314, INCHIKEY:DBXBTMSZEOQQDU-UHFFFAOYSA-M","3-hydroxyisobutyrate, 3-Hydroxyisobutyrate, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",3-hydroxyisobutyrate
CHEBI:58062,CHEBI:58062,rosmarinate,"CHEBI:58062, PUBCHEM.COMPOUND:5315614, INCHIKEY:DOUMFZQKYFQNTF-ZZXKWVIFSA-M","rosmarinate, Rosmarinate anion, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",rosmarinate
UMLS:C0916182,UMLS:C0916182,Sarcoplasmic Reticulum Calcium-Transporting ATPase 1,UMLS:C0916182,Sarcoplasmic Reticulum Calcium-Transporting ATPase 1,"biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Sarcoplasmic Reticulum Calcium-Transporting ATPase 1
NCBIGene:63944398,,,,,,xsc
NCBIGene:72065029,NCBIGene:72065029,JDV02_003069,NCBIGene:72065029,JDV02_003069,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",JDV02_003069
